Run,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,passage,Platform,ReleaseDate,sample_acc,Sample Name,source_name,SRA Study
SRR2979173,RNA-Seq,51,PRJNA305280,SAMN04322929,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468762,not sorted,GSM1966482,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,82,51,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193845,GSM1966482,H9 cells differentiated for 96 hours,SRP067036
SRR2979174,RNA-Seq,51,PRJNA305280,SAMN04322930,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468763,not sorted,GSM1966483,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,88,55,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193844,GSM1966483,H9 cells differentiated for 96 hours,SRP067036
SRR2979175,RNA-Seq,51,PRJNA305280,SAMN04322931,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468764,not sorted,GSM1966484,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,90,56,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193843,GSM1966484,H9 cells differentiated for 96 hours,SRP067036
SRR2979176,RNA-Seq,51,PRJNA305280,SAMN04322932,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468765,not sorted,GSM1966485,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,111,68,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193842,GSM1966485,H9 cells differentiated for 96 hours,SRP067036
SRR2979177,RNA-Seq,51,PRJNA305280,SAMN04322933,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468766,not sorted,GSM1966486,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,92,57,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193841,GSM1966486,H9 cells differentiated for 96 hours,SRP067036
SRR2979178,RNA-Seq,51,PRJNA305280,SAMN04322934,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468767,not sorted,GSM1966487,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,85,53,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193840,GSM1966487,H9 cells differentiated for 96 hours,SRP067036
SRR2979179,RNA-Seq,51,PRJNA305280,SAMN04322935,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468768,not sorted,GSM1966488,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,85,53,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193839,GSM1966488,H9 cells differentiated for 96 hours,SRP067036
SRR2979180,RNA-Seq,51,PRJNA305280,SAMN04322936,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468769,not sorted,GSM1966489,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,96,60,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193838,GSM1966489,H9 cells differentiated for 96 hours,SRP067036
SRR2979181,RNA-Seq,51,PRJNA305280,SAMN04322937,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468770,not sorted,GSM1966490,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,100,62,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193837,GSM1966490,H9 cells differentiated for 96 hours,SRP067036
SRR2979182,RNA-Seq,51,PRJNA305280,SAMN04322938,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468771,not sorted,GSM1966491,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,134,83,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193836,GSM1966491,H9 cells differentiated for 96 hours,SRP067036
SRR2979183,RNA-Seq,51,PRJNA305280,SAMN04322939,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468772,not sorted,GSM1966492,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,92,59,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193835,GSM1966492,H9 cells differentiated for 96 hours,SRP067036
SRR2979184,RNA-Seq,51,PRJNA305280,SAMN04322940,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468773,not sorted,GSM1966493,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,107,66,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193834,GSM1966493,H9 cells differentiated for 96 hours,SRP067036
SRR2979185,RNA-Seq,51,PRJNA305280,SAMN04322941,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468774,not sorted,GSM1966494,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,77,50,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193833,GSM1966494,H9 cells differentiated for 96 hours,SRP067036
SRR2979186,RNA-Seq,51,PRJNA305280,SAMN04322942,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468775,not sorted,GSM1966495,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,91,57,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193832,GSM1966495,H9 cells differentiated for 96 hours,SRP067036
SRR2979187,RNA-Seq,51,PRJNA305280,SAMN04322943,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468776,not sorted,GSM1966496,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,101,63,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193830,GSM1966496,H9 cells differentiated for 96 hours,SRP067036
SRR2979188,RNA-Seq,51,PRJNA305280,SAMN04323125,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468777,not sorted,GSM1966497,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,112,69,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193831,GSM1966497,H9 cells differentiated for 96 hours,SRP067036
SRR2979189,RNA-Seq,51,PRJNA305280,SAMN04323126,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468778,not sorted,GSM1966498,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,85,53,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193829,GSM1966498,H9 cells differentiated for 96 hours,SRP067036
SRR2979190,RNA-Seq,51,PRJNA305280,SAMN04323127,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468779,not sorted,GSM1966499,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,66,41,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193573,GSM1966499,H9 cells differentiated for 96 hours,SRP067036
SRR2979191,RNA-Seq,51,PRJNA305280,SAMN04323128,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468780,not sorted,GSM1966500,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,85,53,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193828,GSM1966500,H9 cells differentiated for 96 hours,SRP067036
SRR2979192,RNA-Seq,51,PRJNA305280,SAMN04323129,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468781,not sorted,GSM1966501,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,117,73,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193827,GSM1966501,H9 cells differentiated for 96 hours,SRP067036
SRR2979193,RNA-Seq,51,PRJNA305280,SAMN04323130,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468782,not sorted,GSM1966502,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,119,73,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193826,GSM1966502,H9 cells differentiated for 96 hours,SRP067036
SRR2979194,RNA-Seq,51,PRJNA305280,SAMN04323131,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468783,not sorted,GSM1966503,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,166,102,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193825,GSM1966503,H9 cells differentiated for 96 hours,SRP067036
SRR2979195,RNA-Seq,51,PRJNA305280,SAMN04323132,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468784,not sorted,GSM1966504,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,111,71,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193824,GSM1966504,H9 cells differentiated for 96 hours,SRP067036
SRR2979196,RNA-Seq,51,PRJNA305280,SAMN04323133,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468785,not sorted,GSM1966505,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,112,70,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193823,GSM1966505,H9 cells differentiated for 96 hours,SRP067036
SRR2979197,RNA-Seq,51,PRJNA305280,SAMN04323134,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468786,not sorted,GSM1966506,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,108,67,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193822,GSM1966506,H9 cells differentiated for 96 hours,SRP067036
SRR2979198,RNA-Seq,51,PRJNA305280,SAMN04323135,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468787,not sorted,GSM1966507,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,117,72,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193821,GSM1966507,H9 cells differentiated for 96 hours,SRP067036
SRR2979199,RNA-Seq,51,PRJNA305280,SAMN04323136,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468788,not sorted,GSM1966508,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,122,75,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193819,GSM1966508,H9 cells differentiated for 96 hours,SRP067036
SRR2979200,RNA-Seq,51,PRJNA305280,SAMN04323137,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468789,not sorted,GSM1966509,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,145,89,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193818,GSM1966509,H9 cells differentiated for 96 hours,SRP067036
SRR2979201,RNA-Seq,51,PRJNA305280,SAMN04323138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468790,not sorted,GSM1966510,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,96,60,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193820,GSM1966510,H9 cells differentiated for 96 hours,SRP067036
SRR2979202,RNA-Seq,51,PRJNA305280,SAMN04323139,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468791,not sorted,GSM1966511,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,77,48,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193817,GSM1966511,H9 cells differentiated for 96 hours,SRP067036
SRR2979203,RNA-Seq,51,PRJNA305280,SAMN04323140,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468792,not sorted,GSM1966512,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,95,59,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193575,GSM1966512,H9 cells differentiated for 96 hours,SRP067036
SRR2979204,RNA-Seq,51,PRJNA305280,SAMN04323141,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468793,not sorted,GSM1966513,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,131,81,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193816,GSM1966513,H9 cells differentiated for 96 hours,SRP067036
SRR2979205,RNA-Seq,51,PRJNA305280,SAMN04323142,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468794,not sorted,GSM1966514,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,148,91,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193815,GSM1966514,H9 cells differentiated for 96 hours,SRP067036
SRR2979206,RNA-Seq,51,PRJNA305280,SAMN04323143,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468795,not sorted,GSM1966515,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,182,112,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193814,GSM1966515,H9 cells differentiated for 96 hours,SRP067036
SRR2979207,RNA-Seq,51,PRJNA305280,SAMN04323144,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468796,not sorted,GSM1966516,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,133,84,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193813,GSM1966516,H9 cells differentiated for 96 hours,SRP067036
SRR2979208,RNA-Seq,51,PRJNA305280,SAMN04323145,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468797,not sorted,GSM1966517,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,141,87,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193812,GSM1966517,H9 cells differentiated for 96 hours,SRP067036
SRR2979209,RNA-Seq,51,PRJNA305280,SAMN04323146,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468798,not sorted,GSM1966518,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,154,94,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193811,GSM1966518,H9 cells differentiated for 96 hours,SRP067036
SRR2979210,RNA-Seq,51,PRJNA305280,SAMN04323147,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468799,not sorted,GSM1966519,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,155,96,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193810,GSM1966519,H9 cells differentiated for 96 hours,SRP067036
SRR2979211,RNA-Seq,51,PRJNA305280,SAMN04323148,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468800,not sorted,GSM1966520,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,154,96,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193809,GSM1966520,H9 cells differentiated for 96 hours,SRP067036
SRR2979212,RNA-Seq,51,PRJNA305280,SAMN04323149,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468801,not sorted,GSM1966521,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,100,62,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193808,GSM1966521,H9 cells differentiated for 96 hours,SRP067036
SRR2979213,RNA-Seq,51,PRJNA305280,SAMN04323150,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468802,not sorted,GSM1966522,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,95,58,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193806,GSM1966522,H9 cells differentiated for 96 hours,SRP067036
SRR2979214,RNA-Seq,51,PRJNA305280,SAMN04323151,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468803,not sorted,GSM1966523,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,98,61,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193807,GSM1966523,H9 cells differentiated for 96 hours,SRP067036
SRR2979215,RNA-Seq,51,PRJNA305280,SAMN04323152,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468804,not sorted,GSM1966524,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,151,93,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193805,GSM1966524,H9 cells differentiated for 96 hours,SRP067036
SRR2979216,RNA-Seq,51,PRJNA305280,SAMN04323153,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468805,not sorted,GSM1966525,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,158,97,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193574,GSM1966525,H9 cells differentiated for 96 hours,SRP067036
SRR2979217,RNA-Seq,51,PRJNA305280,SAMN04323100,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468806,not sorted,GSM1966526,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,89,60,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193804,GSM1966526,H9 cells differentiated for 96 hours,SRP067036
SRR2979218,RNA-Seq,51,PRJNA305280,SAMN04323101,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468807,not sorted,GSM1966527,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,166,103,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193803,GSM1966527,H9 cells differentiated for 96 hours,SRP067036
SRR2979219,RNA-Seq,51,PRJNA305280,SAMN04323154,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468808,not sorted,GSM1966528,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,142,88,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193802,GSM1966528,H9 cells differentiated for 96 hours,SRP067036
SRR2979220,RNA-Seq,51,PRJNA305280,SAMN04323095,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468809,not sorted,GSM1966529,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,173,107,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193576,GSM1966529,H9 cells differentiated for 96 hours,SRP067036
SRR2979221,RNA-Seq,51,PRJNA305280,SAMN04323096,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468810,not sorted,GSM1966530,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,25,18,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193801,GSM1966530,H9 cells differentiated for 96 hours,SRP067036
SRR2979222,RNA-Seq,51,PRJNA305280,SAMN04323097,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468811,not sorted,GSM1966531,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,164,102,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193800,GSM1966531,H9 cells differentiated for 96 hours,SRP067036
SRR2979223,RNA-Seq,51,PRJNA305280,SAMN04323098,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468812,not sorted,GSM1966532,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,117,73,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193799,GSM1966532,H9 cells differentiated for 96 hours,SRP067036
SRR2979224,RNA-Seq,51,PRJNA305280,SAMN04323099,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468813,not sorted,GSM1966533,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,137,84,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193798,GSM1966533,H9 cells differentiated for 96 hours,SRP067036
SRR2979225,RNA-Seq,51,PRJNA305280,SAMN04323102,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468814,not sorted,GSM1966534,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,68,46,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193797,GSM1966534,H9 cells differentiated for 96 hours,SRP067036
SRR2979226,RNA-Seq,51,PRJNA305280,SAMN04323103,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468815,not sorted,GSM1966535,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,145,90,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193796,GSM1966535,H9 cells differentiated for 96 hours,SRP067036
SRR2979227,RNA-Seq,51,PRJNA305280,SAMN04323104,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468817,not sorted,GSM1966536,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,170,103,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193794,GSM1966536,undifferentiated human embryonic stem cells,SRP067036
SRR2979228,RNA-Seq,51,PRJNA305280,SAMN04323105,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468818,not sorted,GSM1966537,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,253,164,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193793,GSM1966537,undifferentiated human embryonic stem cells,SRP067036
SRR2979229,RNA-Seq,51,PRJNA305280,SAMN04323106,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468819,not sorted,GSM1966538,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,184,104,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193792,GSM1966538,undifferentiated human embryonic stem cells,SRP067036
SRR2979230,RNA-Seq,51,PRJNA305280,SAMN04323107,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468820,not sorted,GSM1966539,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,173,113,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193791,GSM1966539,undifferentiated human embryonic stem cells,SRP067036
SRR2979231,RNA-Seq,51,PRJNA305280,SAMN04323108,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468821,not sorted,GSM1966540,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,165,106,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193790,GSM1966540,undifferentiated human embryonic stem cells,SRP067036
SRR2979232,RNA-Seq,51,PRJNA305280,SAMN04323109,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468822,not sorted,GSM1966541,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,163,101,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193788,GSM1966541,undifferentiated human embryonic stem cells,SRP067036
SRR2979233,RNA-Seq,51,PRJNA305280,SAMN04323110,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468823,not sorted,GSM1966542,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,224,130,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193789,GSM1966542,undifferentiated human embryonic stem cells,SRP067036
SRR2979235,RNA-Seq,51,PRJNA305280,SAMN04323111,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468824,not sorted,GSM1966543,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,168,94,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193787,GSM1966543,undifferentiated human embryonic stem cells,SRP067036
SRR2979236,RNA-Seq,51,PRJNA305280,SAMN04323112,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468825,not sorted,GSM1966544,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,286,187,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193577,GSM1966544,undifferentiated human embryonic stem cells,SRP067036
SRR2979237,RNA-Seq,51,PRJNA305280,SAMN04323113,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468826,not sorted,GSM1966545,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,310,192,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193786,GSM1966545,undifferentiated human embryonic stem cells,SRP067036
SRR2979238,RNA-Seq,51,PRJNA305280,SAMN04323114,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1468827,not sorted,GSM1966546,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,402,264,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193784,GSM1966546,undifferentiated human embryonic stem cells,SRP067036
